id	longitude	latitude
4501	-4.30453892478726	55.8339475850633
4502	-4.30702622595893	55.8277081905683
4503	-4.31561115191475	55.8282050190538
4504	-4.30554267272669	55.8337334634192
4505	-4.31300055949288	55.8258089624461
4506	-4.3047483938957	55.8335072709212
4507	-4.30490561595224	55.8337332663594
4508	-4.30702473961174	55.8279195630098
4509	-4.30485840917503	55.8337236047173
4510	-4.31544576021862	55.8280298841195
4511	-4.30531628425156	55.8330158941067
4512	-4.30488877747244	55.8343378576581
4513	-4.30725115990727	55.8274677520353
4514	-4.30712542317509	55.8275721984305
4515	-4.30495205200767	55.8338794837326
4516	-4.30471867035401	55.8336463654811
4517	-4.32020789225769	55.8287299311541
4518	-4.30689130935013	55.8280778791013
4519	-4.32019011029512	55.8290104494666
4520	-4.31325779843482	55.825207366826
4521	-4.30720455606101	55.8284155822854
4522	-4.30703670049782	55.8281621611232
4523	-4.30491260915173	55.8342463163886
4524	-4.30749587819406	55.8281759757676
4525	-4.30674188897218	55.8278567740726
4526	-4.30502808982521	55.8339056575859
4527	-4.30523077892614	55.833963521381
4528	-4.31511496875728	55.8289084341305
4529	-4.30701369164699	55.8278838978571
4530	-4.31576510648236	55.827866614845
4531	-4.30706455198722	55.828674923444
4532	-4.32070428190518	55.8278514086493
4533	-4.30713412454173	55.8280583155196
4534	-4.30709060268792	55.8275251109028
4535	-4.30487123449474	55.8338012727474
4536	-4.32023935333096	55.8287788697729
4537	-4.30545906802282	55.8330596333928
4538	-4.30708392108698	55.8279021105917
4539	-4.30668799844066	55.8282102390928
4540	-4.3200561605138	55.8281376665441
4541	-4.30321318620106	55.8256072174354
4542	-4.3053360827592	55.8344778623346
4543	-4.31542657851331	55.8279037261331
4544	-4.30361564328449	55.8288402377602
4545	-4.31512268784466	55.8282413267478
4546	-4.32149438864157	55.8277509072249
4547	-4.32051183682338	55.8277225645816
4548	-4.30721563162193	55.8283963270209
4549	-4.31528470201012	55.8281968329973
4550	-4.30518813039676	55.8339810492667
4551	-4.30277084217003	55.8254199937044
4552	-4.30691366520654	55.828218478039
4553	-4.31528279984266	55.8281542399511
4554	-4.30506875401279	55.8333613580893
4555	-4.31586933144315	55.8286726857148
4556	-4.31514014485593	55.8281362737997
4557	-4.3133296793726	55.8258705296153
4558	-4.30688069833827	55.8281290469518
4559	-4.30514728513366	55.8331333927555
4560	-4.30487420024406	55.8339159137283
4561	-4.30559906354341	55.8332863358525
4562	-4.31472786453945	55.828808987944
4563	-4.30433199977385	55.8344678033192
4564	-4.30522171868882	55.8337946342281
4565	-4.30494184272054	55.8337753672362
4566	-4.30536398773465	55.8338288841322
4567	-4.30476340287051	55.8340521791736
4568	-4.30477441717288	55.8333773096027
4569	-4.30589284245278	55.8336527868532
4570	-4.32119059458292	55.8276634987351
4571	-4.32109939560566	55.8276211941471
4572	-4.3047452830013	55.8335269532429
4573	-4.30564389400644	55.8335077329737
4574	-4.30570613105858	55.8331646139057
4575	-4.32056136719687	55.829013528812
4576	-4.32465326434204	55.830972180226
4577	-4.30469276545779	55.8337299397704
4578	-4.30736647369789	55.828063366956
4579	-4.30475411828425	55.8335127374187
4580	-4.30525736115001	55.8334345922389
4581	-4.32103994209299	55.8280837933137
4582	-4.30534296985646	55.8342569009114
4583	-4.3152269417257	55.8280129279273
4584	-4.307203074125	55.8278683951112
4585	-4.32042450664019	55.8289470707832
4586	-4.30643286386095	55.8276623458464
4587	-4.32028348987231	55.8279124756665
4588	-4.32085437008102	55.8288310252738
4589	-4.30530878102731	55.8337989249949
4590	-4.32110721156956	55.8281012195283
4591	-4.30756252867786	55.8278039476265
4592	-4.31510939992505	55.8284413949719
4593	-4.32047255943362	55.8284070087992
4594	-4.31525386706083	55.828303583079
4595	-4.30560538222262	55.833849626701
4596	-4.30537531955011	55.8341279655266
4597	-4.32026397935116	55.8281528984737
4598	-4.31583745320258	55.8281846483186
4599	-4.30559757208633	55.8333414204113
4600	-4.32440231904703	55.8306627355329
4601	-4.3049257550946	55.8337033589493
4602	-4.30466418783323	55.8343459582599
4603	-4.30480995876554	55.8335918316939
4604	-4.32090830533145	55.8291505281455
4605	-4.32031540100235	55.8279247756411
4606	-4.30649849851557	55.8278119799093
4607	-4.30497913159868	55.8340752614901
4608	-4.30318773855514	55.825230411377
4609	-4.31391944339288	55.8259242284743
4610	-4.30695131164789	55.828116472864
4611	-4.30731317185346	55.8283952685489
4612	-4.32073677738041	55.8293205975478
4613	-4.30521231877735	55.8334626679661
4614	-4.31589071313982	55.8277664125438
4615	-4.31526632807587	55.8281077298331
4616	-4.3051887950019	55.8340857014475
4617	-4.30501150330264	55.8341058852745
4618	-4.32076424807153	55.8278307538488
4619	-4.30480828598182	55.8337967365237
4620	-4.30425385963829	55.8346403288502
4621	-4.31582229232084	55.8281129300649
4622	-4.30691785066457	55.8280378134439
4623	-4.30473201198847	55.8335718281126
4624	-4.30534258506616	55.8340292100247
4625	-4.3029269275251	55.8253982899088
4626	-4.30757684394064	55.8285788453318
4627	-4.31591573412725	55.827898611361
4628	-4.32455081366168	55.8312639684224
4629	-4.31584588718712	55.8281696671933
4630	-4.30495484707767	55.8339669314939
4631	-4.32094760469716	55.8275414537632
4632	-4.30690443733263	55.8277923292596
4633	-4.30498073477086	55.8335537761581
4634	-4.30534641787197	55.8338533977278
4635	-4.30737318582866	55.8282066325203
4636	-4.31596051300666	55.8280522747403
4637	-4.3133971651278	55.8257519815825
4638	-4.30691915368393	55.8284020374625
4639	-4.30556072937221	55.8335979897765
4640	-4.31559365512999	55.827478028367
4641	-4.31323437795178	55.8257070756147
4642	-4.30491781364604	55.833540020361
4643	-4.30557736832226	55.8337847482418
4644	-4.30352564165907	55.8287204400411
4645	-4.30476159607842	55.8335194679145
4646	-4.32125267779661	55.8285746033449
4647	-4.30716389941649	55.8284178583584
4648	-4.30526274180198	55.833321616721
4649	-4.31529178759702	55.8280727188652
4650	-4.30697730476006	55.8284868332053
4651	-4.32028817529538	55.8277569982877
4652	-4.30731756175596	55.8281416758295
4653	-4.31504677038602	55.8278521730888
4654	-4.3071936117865	55.8278419398881
4655	-4.30471996116265	55.8331791994278
4656	-4.31531922132147	55.8280913995065
4657	-4.30493486717012	55.8336404623852
4658	-4.30475044979968	55.8338830411253
4659	-4.30605484019254	55.8335435975697
4660	-4.30725946813678	55.8280161440715
4661	-4.3073643552687	55.8279981575398
4662	-4.31364960639975	55.8260022711577
4663	-4.3154958884286	55.8284880971577
4664	-4.30378976761736	55.8255797260288
4665	-4.30700031867747	55.8282175692129
4666	-4.31553412846987	55.8284200721062
4667	-4.31541733206103	55.8279625360674
4668	-4.31537877463526	55.8282111979689
4669	-4.30700469110536	55.8281161807315
4670	-4.30485776373389	55.8340104616937
4671	-4.30483874781519	55.8342340066488
4672	-4.30543703903097	55.8337894548386
4673	-4.30524128191331	55.8343692070152
4674	-4.31561042934789	55.8282034476393
4675	-4.30427685511176	55.834896925999
4676	-4.31540836557242	55.8281468259515
4677	-4.32016610214196	55.828068828426
4678	-4.30731030266166	55.8283651883536
4679	-4.30571864177172	55.8338016678998
4680	-4.30736269700725	55.8279284959521
4681	-4.3029065825168	55.8253010099553
4682	-4.30516670991908	55.8336827024765
4683	-4.30559012357162	55.833796678306
4684	-4.30383814194147	55.8289942575523
4685	-4.30526332140328	55.833479782398
4686	-4.30701523969368	55.8280473657687
4687	-4.30523118614148	55.8336925391701
4688	-4.30484519688091	55.8340081487828
4689	-4.31515326531191	55.8276258553218
4690	-4.3205381558306	55.8289568100144
4691	-4.30686107684161	55.8281122368872
4692	-4.30481849962565	55.8336124169737
4693	-4.3199149836017	55.8287350634423
4694	-4.30709575911186	55.8283674678462
4695	-4.30484424769077	55.8333868617345
4696	-4.30707560615221	55.8286159365286
4697	-4.32460696062126	55.8307596994591
4698	-4.30497062378634	55.8340806300677
4699	-4.30599921554936	55.8336438988665
4700	-4.30484577606415	55.8338475949334
4701	-4.30588040999142	55.8331378442716
4702	-4.32013098071557	55.8282210559594
4703	-4.31510403699443	55.8286091874529
4704	-4.32453456419848	55.8307182259813
4705	-4.30737228685162	55.8282576654115
4706	-4.31537464747422	55.827880745584
4707	-4.304999995685	55.834085239563
4708	-4.30546606659673	55.8339289101864
4709	-4.32096679662187	55.8279654613429
4710	-4.30691346220014	55.8281873576067
4711	-4.30742039794426	55.8278220162327
4712	-4.30570584571315	55.8338288729507
4713	-4.30534593880583	55.8332799154843
4714	-4.31521308112809	55.8276642342139
4715	-4.30739327945191	55.8278683387114
4716	-4.31312624070257	55.8258898661363
4717	-4.30538698506063	55.8339731446109
4718	-4.3072340520839	55.8272723652693
4719	-4.31514631796195	55.8281633145184
4720	-4.30724461371377	55.8280849475246
4721	-4.32041474862253	55.8293270905281
4722	-4.30358779069356	55.8254285449256
4723	-4.31557987394411	55.8288006042853
4724	-4.30765563660121	55.8286638257213
4725	-4.30549153547805	55.8333365781037
4726	-4.30715190300698	55.8273019158823
4727	-4.30706987884366	55.828102202497
4728	-4.30469786109735	55.8336437430124
4729	-4.32100796211876	55.8277457565712
4730	-4.30368401554716	55.8289713667546
4731	-4.30529996046787	55.833599894361
4732	-4.30553117332263	55.8339048854079
4733	-4.31588155836571	55.8279095489176
4734	-4.30586891667258	55.8332419125909
4735	-4.30477241177368	55.8336322515399
4736	-4.30544951638795	55.8333248933759
4737	-4.30733135208981	55.8287841700238
4738	-4.32029944778081	55.8282681422153
4739	-4.30473358970096	55.8342903643593
4740	-4.31589152518528	55.8280191000173
4741	-4.30509146963331	55.8336683064557
4742	-4.30492991977379	55.8338413365376
4743	-4.30469783215638	55.8334637383561
4744	-4.30503550991833	55.8340006824652
4745	-4.3053064906733	55.8327367222854
4746	-4.3049728012318	55.8336642601408
4747	-4.30524124328037	55.8339212458484
4748	-4.30484519688091	55.8335890265312
4749	-4.3048889720848	55.8334361775819
4750	-4.30689198113811	55.8271613233694
4751	-4.31539317185369	55.8281361252714
4752	-4.32023584800008	55.828549474719
4753	-4.30672519198404	55.8284929552372
4754	-4.31550163239874	55.8281553332001
4755	-4.30486268329003	55.8335422547933
4756	-4.3026308167003	55.8256396032121
4757	-4.32092620300862	55.8289118879938
4758	-4.30476740646551	55.8337714813169
4759	-4.32143105286559	55.8276330833348
4760	-4.30496334317087	55.8340265168183
4761	-4.31513463123898	55.8281744180872
4762	-4.30687469383864	55.8280650574354
4763	-4.31560281540092	55.8273651572252
4764	-4.30744382853429	55.8275499933818
4765	-4.30719663005768	55.8282697428813
4766	-4.30494522994802	55.8340976308672
4767	-4.30475222824679	55.8335381127863
4768	-4.30547430160778	55.8339408408808
4769	-4.30693786026779	55.8281476607813
4770	-4.30538031703741	55.8338225551241
4771	-4.31518316415649	55.8280876145105
4772	-4.30726389177818	55.8279774037895
4773	-4.30485408095922	55.8338501251153
4774	-4.30757458466299	55.8277674911162
4775	-4.30514447170874	55.8330880209713
4776	-4.30535646013583	55.8340444250712
4777	-4.30469952330607	55.833467416219
4778	-4.3205161636985	55.8275528498922
4779	-4.30688827307085	55.8282187262696
4780	-4.31612120563345	55.8278694378074
4781	-4.3043761608716	55.8335328020377
4782	-4.30450321284793	55.8339291958898
4783	-4.30696794617275	55.8282644300361
4784	-4.30507230837969	55.8336644286243
4785	-4.3050735474998	55.8339288272091
4786	-4.3070947591368	55.8281341468784
4787	-4.30708189030342	55.8280104997866
4788	-4.30497757235211	55.8336819844559
4789	-4.30734467979734	55.8282150780743
4790	-4.32109589004171	55.8282629973242
4791	-4.30469011752118	55.834292330444
4792	-4.30468126605373	55.8339013617591
4793	-4.324732218983	55.8308294544033
4794	-4.32131394264932	55.8277969046729
4795	-4.32453128554661	55.8310174019289
4796	-4.30514197348772	55.8330808222405
4797	-4.30501724990227	55.8337737945455
4798	-4.30519602955908	55.8340032135177
4799	-4.30478254792749	55.8336905547167
4800	-4.31596980610995	55.8280641596623
